i,y,d1,d2,d3,d4,d5,d7,d8,d9,d10,d11,d12,d13,d14,d15,d16,d17,d18,x1,x2,x3,x4,x5,x6,x7,x8,x9
3825,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.180,1,2.29,16,6,3,4
3827,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,0.500,2,2.79,4,24,6,52
3828,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,3,0.540,1,.55,7,8,5,43
3829,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0.390,1,.48,5,16,2,18
3832,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0.150,1,1.09,8,7,4,
3836,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0.500,2,2.99,1,24,5,6
3839,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,2,0.400,1,6.99,9,12,5,42
3840,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0.120,1,.69,7,6,6,43
3842,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,1,0.200,1,1.35,8,2,5,2
3847,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0.420,1,.65,7,9,5,43
3848,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2,0.400,1,.79,5,10,4,18
3853,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0.400,1,1.79,9,19,2,9
3854,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0.400,1,.49,3,19,6,43
3857,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0.540,1,.55,7,8,4,43
3860,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0.500,1,1.29,15,4,3,19
3865,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0.500,1,1.79,15,4,2,47
3866,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,2,0.400,1,1.79,9,19,2,9
3868,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.800,1,6.69,8,2,3,1
3869,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1.000,1,6.99,4,2,4,33
3871,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.500,1,1.79,7,4,5,34
3874,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0.400,1,2.99,12,7,3,28
3875,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0.500,1,1.79,1,4,5,10
3880,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,4,0.400,1,3.29,2,12,3,21
3881,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0.750,2,4.69,7,23,4,25
3885,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,0.500,1,1.39,15,4,5,37
3886,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3.000,1,3.29,1,10,7,9
3887,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1.000,1,6.99,8,2,5,1
3888,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0.850,1,.99,7,10,3,43
3891,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0.500,1,.69,1,4,4,2
3893,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0.500,1,1.79,1,4,4,37
3894,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0.500,1,1.79,1,4,3,34
3899,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.400,1,1.94,1,10,6,9
3901,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,0.450,1,.99,7,25,3,43
3904,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0.400,1,1.89,1,18,4,9
3905,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0.845,1,1.64,1,8,5,16
3907,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,1,1.000,1,1.19,1,19,4,2
3909,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.180,1,2.29,16,6,3,4
3911,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0.820,1,1.75,5,8,3,24
3912,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,3,0.200,1,2.19,4,2,6,49
3914,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0.500,1,1.14,15,4,4,34
3915,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1.000,2,.75,13,1,6,38
3917,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,2,0.820,1,1.75,15,8,3,24
3919,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,2,0.385,1,4.78,15,13,4,8
3921,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0.450,1,2.69,1,10,5,51
3922,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0.450,1,3.99,1,24,7,6
3923,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.500,1,1.35,7,4,3,37
3924,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1.000,1,.89,5,3,3,21
3928,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.500,1,1.35,7,4,4,37
3930,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.200,1,1.99,8,2,3,35
3931,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.210,1,2.39,16,6,2,4
3932,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.570,1,3.29,1,6,3,20
3933,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0.500,1,1.99,7,4,6,43
3934,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1.000,2,.56,6,1,5,27
3935,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0.500,1,1.36,1,4,2,37
3940,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0.500,1,1.59,1,4,5,32
3941,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0.500,1,.79,15,4,3,18
3942,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0.225,1,.69,7,6,7,43
3945,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0.500,1,1.75,1,4,3,37
3948,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,1.000,1,7.69,7,25,6,13
3950,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,2,0.600,1,8.49,9,12,9,42
3952,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0.200,1,1.99,4,2,5,38
3953,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0.500,1,1.35,15,4,3,37
3954,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,0.410,1,1.09,5,8,3,17
3956,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.350,1,1.19,8,17,4,2
3959,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,1,0.375,1,2.78,1,5,4,31
3960,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0.510,1,2.29,16,6,3,22
3964,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.500,1,1.79,15,4,3,34
3966,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.500,1,2.45,8,2,4,2
3968,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,3,0.400,1,3.49,3,12,6,43
3969,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0.750,1,.89,9,19,3,18
3970,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4,0.390,1,.53,5,16,2,53
3971,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0.450,1,3.99,13,24,3,6
3972,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1.000,2,1.34,1,1,7,50
3974,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0.800,1,3.19,1,25,2,24
3975,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1.000,2,.75,1,1,6,38
3977,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1.000,2,.75,6,1,7,38
3980,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0.100,1,1.69,1,6,4,7
3982,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0.500,1,1.36,1,4,3,34
3983,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,3.000,2,16.99,15,23,3,25
3985,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0.250,1,2.59,13,24,6,6
3988,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.400,1,3.49,4,2,4,12
3989,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0.500,1,1.75,15,4,5,37
3993,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0.500,1,1.79,1,4,4,26
3995,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,0.420,1,.65,7,9,5,43
3999,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,4,0.780,1,.87,5,16,2,53
4000,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0.390,1,.5,5,16,4,53
4002,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.000,2,.5,1,1,6,2
4004,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.500,1,2.82,15,4,3,26
4005,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.500,1,1.09,15,4,2,34
4007,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,0.400,1,3.29,2,12,3,21
4008,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0.525,1,3.19,1,8,3,9
4009,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0.450,2,2.59,1,9,5,51
4010,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,2,0.400,1,3.29,9,12,6,18
4011,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,3,1.000,2,1.19,6,1,8,35
4012,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0.410,1,.99,5,8,3,24
4014,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,1.000,1,1.16,5,3,2,11
4017,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,2,0.800,1,2.49,5,16,3,29
4021,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0.750,2,3.99,1,23,3,25
4024,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1.000,2,.56,13,1,4,27
4025,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,1,0.500,1,1.29,8,17,3,
4030,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1.000,2,.5,1,1,6,2
4032,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6,1,0.100,1,2.79,1,6,8,23
4033,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6,2,0.120,1,1.59,15,13,4,8
4036,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.400,1,3.22,1,7,6,28
4037,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,1.000,1,6.49,4,2,5,36
4038,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0.410,1,1.09,7,8,5,16
4039,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.300,1,2.99,1,7,8,54
4040,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,2,1.000,1,10.99,9,12,5,18
4044,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.380,1,3.59,5,7,4,28
4049,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.500,1,1.36,1,4,3,37
4050,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0.600,1,8.49,1,12,8,42
4053,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0.500,1,1.39,1,4,4,37
4054,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0.200,1,1.04,3,2,4,39
4056,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.300,1,1.34,7,7,5,43
4057,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1,0.500,2,5.69,1,23,7,40
4058,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0.170,1,1.99,1,25,3,45
4059,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.200,1,1.09,7,7,3,37
4060,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0.250,1,2.99,1,25,6,13
4065,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2,0.820,1,1.75,5,9,4,24
4068,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.350,1,1.89,8,6,5,22
4071,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0.180,1,2.09,8,2,3,49
4074,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,3,0.400,1,.6,3,18,4,43
4075,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,2,0.385,1,2.69,5,13,5,18
4076,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,2,0.750,2,4.49,15,23,2,25
4077,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0.500,1,1.19,7,5,5,43
4080,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.250,1,.99,13,24,6,19
4081,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0.200,1,.74,5,7,2,20
4089,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0.400,1,6.99,1,12,3,30
4090,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.100,1,.78,6,6,3,21
4092,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0.750,1,2.29,8,6,4,22
4094,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,3,1.000,1,7.69,7,25,6,13
4097,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1.000,2,1.35,13,1,7,38
4098,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1.000,2,1.1,6,1,6,50
4101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0.500,1,1.36,1,4,3,34
4102,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1.000,3,2.99,8,2,6,41
4105,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0.225,1,1.19,8,6,4,22
4106,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0.500,1,1.15,1,4,4,2
4108,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,3,0.250,1,1.79,4,24,7,44
4109,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0.100,1,1.63,8,6,4,7
4110,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1.000,1,1.19,1,3,4,15
4113,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0.500,1,2.69,8,2,3,18
4114,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0.540,1,.99,1,9,3,11
4116,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0.250,1,3.99,13,24,5,6
4118,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0.500,1,1.25,1,4,3,11
4119,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,2,3.000,2,16.99,15,23,3,25
4120,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,0.500,1,2.69,15,5,4,37
4121,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0.798,1,.95,1,7,6,2
4124,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0.400,1,3.99,8,2,3,49
4125,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0.350,1,1.89,16,6,4,22
4129,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0.500,2,5.69,1,23,7,40
4132,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0.500,1,1.29,8,17,3,
4135,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,1,0.450,1,1.99,1,24,5,52
4136,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,2,0.400,1,7.69,15,25,1,45
4140,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.750,1,2.29,8,6,4,22
4142,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.200,1,1.05,8,2,4,2
4145,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0.500,1,.85,1,4,2,34
4146,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0.750,1,2.39,7,6,6,22
4149,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,1.000,1,1.98,8,11,6,2
4150,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.500,1,.77,1,4,3,2
4151,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,3,0.250,1,2.59,4,24,4,6
4153,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0.750,2,3.99,1,23,5,40
4156,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0.500,1,1.35,7,4,4,34
4157,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.500,1,1.75,1,4,3,37
4158,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0.400,1,2.64,9,12,8,18
4159,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,3,1.000,1,16.29,3,12,7,42
4160,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.250,1,3.99,13,24,5,6
4161,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,3,0.450,1,3.69,4,24,9,44
4164,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1.000,2,.69,1,1,6,38
4165,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0.350,1,3.19,5,7,3,28
4166,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,0.410,1,.99,5,8,3,24
4170,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0.500,1,1.69,15,4,3,37
4172,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,0.090,1,1.14,1,14,5,46
4174,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0.820,1,.89,1,9,3,2
4175,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0.600,1,8.49,9,12,9,42
4176,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,0.125,1,1.04,1,14,4,46
4177,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0.400,1,1.89,1,18,4,9
4178,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.500,1,.69,15,4,3,18
4179,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0.500,1,1.69,15,4,3,10
4183,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0.250,1,2.69,15,5,5,14
4185,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0.120,1,1.59,1,13,5,8
4186,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0.350,1,3.09,8,2,4,49
4188,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.500,1,1.79,1,4,3,47
4190,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0.500,1,1.79,15,4,2,47
4196,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0.380,1,.99,15,8,3,24
4197,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0.600,1,3.29,7,10,7,9
4198,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,2,0.400,1,3.49,9,12,6,18
4206,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,4,0.250,1,2.59,3,24,5,6
4210,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,4,0.400,1,.47,2,19,3,53
4211,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0.750,2,3.99,1,23,3,25
4213,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0.500,1,2.39,1,4,4,34
4214,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0.500,1,1.35,7,4,3,34
4216,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.820,1,.79,1,8,4,2
4218,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0.500,1,1.79,1,4,3,47
4221,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0.750,1,2.19,16,6,5,19
4222,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1.000,2,1.29,1,1,9,36
4224,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0.500,1,1.19,1,24,6,2
4226,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.000,2,.89,1,1,7,2
4227,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,3,1.000,1,3.49,4,24,5,52
4228,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0.500,1,1.36,1,4,4,37
4230,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,0.500,1,1.69,15,4,3,37
4235,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,0.420,1,.65,1,9,3,2
4237,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0.500,1,1.04,15,4,2,11
4238,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,3,1.000,1,3.49,4,24,5,52
4239,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0.250,1,1.79,1,24,6,44
4242,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0.500,1,1.36,1,4,3,37
4244,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,3,0.120,1,.69,7,6,5,43
4245,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0.410,1,1.09,5,8,3,17
4246,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,3,0.450,1,4.49,4,24,3,6
4247,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,2,0.120,1,.89,5,13,3,18
4248,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,3,0.450,1,4.49,4,24,3,6
4251,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0.150,1,2.09,1,2,6,49
4254,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,2,0.120,1,.99,5,13,3,18
4255,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,1,0.390,1,1.59,1,16,4,29
4260,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0.600,1,2.89,1,12,8,3
4261,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0.500,1,2.39,1,4,5,34
4262,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,3,0.750,2,4.59,7,23,6,40
4264,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0.750,2,4.39,1,23,6,40
4269,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.150,1,1.39,8,2,4,12
4271,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,1.000,1,11.28,1,12,6,42
4272,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.000,1,1.19,1,3,4,15
4275,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,3,0.270,1,1.59,7,6,3,7
4276,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1.000,1,8.99,8,2,6,49
4277,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,3,0.540,1,.55,7,8,5,43
4279,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0.225,1,1.19,8,6,4,22
4280,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0.700,1,1.79,8,17,3,
4282,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0.500,1,1.45,1,4,5,34
4283,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1.000,1,.75,1,3,5,3
4285,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0.420,1,.65,5,8,5,18
4287,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0.500,1,1.99,7,4,6,43
4288,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.500,1,1.49,1,4,5,2
4293,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0.500,1,1.49,8,17,2,
4294,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0.225,1,1.59,7,6,4,7
