i,y,d1,d2,d3,d4,d5,d7,d8,d9,d10,d11,d12,d13,d14,d15,d16,d17,d18,x1,x2,x3,x4,x5,x6,x7,x8,x9
3416,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,1,0.845,1,1.69,1,8,5,16
3417,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2,0.520,1,.99,5,9,4,18
3418,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0.200,1,2.09,3,2,3,33
3423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0.250,1,1.79,13,24,6,44
3424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,3,0.450,1,.99,7,25,3,43
3426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.500,1,1.58,1,4,4,11
3427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1,0.500,1,2.99,1,25,7,13
3431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.700,1,1.79,8,17,4,
3432,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0.420,1,.65,1,9,3,2
3434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.500,1,1.25,1,4,3,11
3438,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.500,1,1.79,15,4,2,47
3442,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0.100,1,1.69,7,6,4,7
3443,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.100,1,1.09,8,6,7,2
3444,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,4,0.400,1,6.99,2,12,3,30
3448,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.200,1,2.09,8,2,5,49
3449,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0.450,1,3.99,4,24,3,6
3450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.600,1,2.44,1,7,6,20
3452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.500,1,1.79,1,4,3,34
3454,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,3,0.750,1,2.39,7,6,7,22
3458,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0.500,1,1.55,15,4,6,34
3459,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0.700,1,8.99,1,12,5,
3460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.500,1,1.49,8,17,2,
3461,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1.000,1,1.19,1,22,4,2
3462,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.500,1,1.99,15,4,2,26
3466,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1.000,2,1.09,13,1,4,50
3467,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,1.000,1,16.29,3,12,7,42
3470,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,3,0.250,1,2.59,4,24,4,6
3471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,2,0.400,1,1.89,5,25,3,24
3472,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0.250,1,4.84,1,6,4,48
3473,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0.500,1,1.69,1,4,4,34
3475,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0.750,1,2.39,7,6,6,22
3476,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.000,3,2.99,8,2,7,41
3480,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6,3,0.120,1,.99,7,14,5,43
3483,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0.375,1,2.55,1,5,4,31
3484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0.200,1,.84,1,7,4,20
3488,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.200,1,1.69,4,2,4,1
3489,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,3,0.420,1,.65,7,9,5,43
3490,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0.180,1,1.99,8,2,5,41
3491,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0.250,1,1.19,1,24,6,52
3493,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1.000,2,.69,6,1,6,38
3495,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0.500,1,1.59,1,4,5,32
3496,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0.500,1,1.19,15,4,3,18
3497,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1.000,1,16.29,9,12,6,42
3498,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0.800,1,13.99,3,12,3,42
3500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,1,0.500,1,1.77,1,4,3,37
3501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1,0.800,1,3.19,1,25,2,24
3503,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.500,1,1.25,7,4,3,11
3504,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0.200,1,1.15,4,2,5,43
3509,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0.400,1,6.99,3,12,5,30
3510,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0.540,1,1.4,1,6,4,2
3513,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.500,1,1.36,1,4,3,37
3514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0.265,1,1.79,5,7,4,20
3515,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,4,0.400,1,6.99,2,12,3,30
3516,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0.845,1,1.69,5,8,3,17
3517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0.250,1,1.79,13,24,7,44
3524,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.500,1,2.24,15,4,3,32
3525,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,3.000,1,3.29,1,10,7,9
3527,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.250,1,1.79,1,24,6,44
3529,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0.500,2,2.64,15,23,2,25
3536,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0.200,1,2.19,3,2,4,33
3537,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,2,0.120,1,1.59,15,13,4,8
3539,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0.500,1,1.59,1,4,5,32
3541,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0.500,1,1.05,7,4,3,37
3543,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,2,0.410,1,.99,5,9,4,24
3546,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7,3,0.500,1,1.69,7,4,4,37
3548,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0.360,1,6.99,3,12,6,42
3555,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0.390,1,.95,5,16,3,29
3556,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0.400,1,6.99,3,12,7,42
3557,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1.000,2,.66,3,1,3,1
3558,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0.750,1,2.29,8,6,5,22
3560,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,2,0.200,1,2.49,15,13,4,8
3561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,3,0.250,1,2.99,7,25,6,13
3562,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,0.500,2,2.99,1,24,5,52
3564,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1.000,2,.48,1,1,6,3
3567,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,2,0.540,1,.55,15,8,3,18
3568,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,1.000,1,1.09,1,21,5,2
3571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0.450,1,3.19,13,24,6,44
3572,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2,0.200,1,1.99,8,2,4,38
3573,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.500,1,1.99,15,4,2,26
3574,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,0.750,2,4.59,7,23,6,40
3575,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,1,0.360,1,6.49,1,12,4,42
3576,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0.500,1,1.35,15,4,2,37
3579,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,0.600,1,9.39,1,12,8,2
3581,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,3,0.500,1,1.95,7,4,4,37
3583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,0.799,1,1.79,5,7,3,18
3584,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0.150,1,1.39,8,2,4,12
3586,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.350,1,1.89,7,6,3,22
3587,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0.420,1,.65,5,8,5,18
3588,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,2,0.500,1,1.09,13,24,4,18
3589,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.500,1,1.75,15,4,6,37
3590,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0.400,1,3.99,3,2,3,49
3591,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7,2,0.180,1,2.35,16,6,3,4
3595,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0.830,1,.99,5,8,5,18
3596,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.240,1,2.05,16,6,2,4
3597,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0.750,1,1.89,16,6,3,18
3599,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0.150,1,3.9,1,6,5,48
3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0.500,1,2.99,1,5,3,37
3602,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0.500,1,1.59,15,4,3,32
3603,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,3,0.100,1,.78,7,6,6,43
3605,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,1.000,1,1.79,1,20,5,2
3606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0.250,1,2.99,1,25,6,45
3608,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0.250,1,2.9,1,5,5,48
3609,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.200,1,1.05,8,2,4,2
3611,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0.500,1,1.69,15,4,3,37
3612,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,3,0.845,1,1.69,7,8,3,16
3614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.500,1,1.79,1,4,3,34
3615,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.500,1,.85,1,4,6,2
3617,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1.000,2,.77,3,1,5,49
3620,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0.500,1,1.59,1,4,5,32
3623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0.250,1,.55,13,24,2,18
3625,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0.380,1,.99,15,8,3,24
3626,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.500,1,2.39,1,4,5,34
3629,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0.100,1,.78,6,6,3,21
3630,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1.000,1,7.59,8,2,5,41
3632,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0.250,1,4.84,1,6,4,48
3634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.300,1,2.99,1,7,8,54
3636,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0.400,1,.63,3,20,6,43
3641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.220,1,1.59,1,7,5,14
3644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.300,1,2.19,1,7,5,54
3647,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,0.250,1,2.59,4,24,6,6
3649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.200,1,.85,1,7,3,37
3650,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0.400,1,5.99,1,12,3,30
3651,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0.500,1,1.39,7,4,6,37
3652,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0.200,1,1.79,8,2,4,1
3656,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,0.200,1,1.69,4,2,5,1
3657,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2,0.820,1,1.75,15,8,3,24
3660,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,3,3.000,2,16.89,7,23,4,40
3664,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,2,0.250,1,3.2,5,5,5,48
3666,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1.000,1,5.89,4,2,7,43
3670,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.500,1,1.35,15,4,4,34
3671,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0.400,1,3.49,3,12,6,43
3675,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1.000,2,1.09,13,1,4,50
3677,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0.100,1,1.63,8,6,4,7
3679,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,0.250,1,1.79,13,24,2,44
3680,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0.800,1,2.1,6,6,3,21
3681,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,3,0.250,1,1.29,4,24,8,52
3682,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0.500,2,5.69,1,23,7,40
3685,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0.500,1,1.49,13,24,5,19
3687,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.200,1,1.69,8,2,4,1
3688,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.100,1,2.39,1,6,4,23
3689,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0.500,1,.85,15,4,2,34
3693,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,2,0.830,1,.89,5,8,3,18
3695,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0.100,1,1.09,8,6,7,2
3696,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0.500,1,1.75,7,4,5,37
3698,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0.750,2,4.59,7,23,6,40
3699,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.750,1,2.29,8,6,5,22
3700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0.250,1,1.79,13,24,7,44
3704,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.400,1,.79,1,10,7,2
3705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0.798,1,.95,1,7,6,2
3706,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1,3.000,2,16.89,1,23,4,40
3708,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.500,1,2.39,1,4,5,34
3710,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.500,1,1.35,15,4,3,37
3715,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0.225,1,1.39,16,6,7,19
3717,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2.000,2,10.99,15,23,2,25
3720,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,0.120,1,.89,7,13,6,43
3721,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0.350,1,1.89,16,6,4,22
3722,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,0.260,1,.65,5,9,4,18
3726,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3,0.410,1,1.09,7,9,6,16
3727,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,0.385,1,4.78,7,13,5,8
3729,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1.000,1,17.49,1,12,3,30
3730,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1.000,2,.89,1,1,8,43
3731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0.250,1,2.99,7,25,6,13
3733,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.100,1,1.63,8,6,4,7
3736,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0.225,1,1.19,8,6,4,22
3737,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0.500,1,1.59,1,4,5,32
3739,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.500,1,1.05,1,4,2,37
3743,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,1,0.385,1,4.78,1,13,5,8
3744,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0.180,1,1.99,8,2,5,41
3745,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0.500,1,1.59,1,4,5,32
3747,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6,1,0.120,1,1.29,1,14,6,8
3749,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0.799,1,1.19,15,7,2,18
3751,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,0.500,2,2.64,15,23,2,25
3753,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0.400,1,3.99,8,2,3,33
3754,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0.500,1,1.09,15,4,3,34
3755,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1.000,1,8.99,4,2,4,33
3758,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,0.400,1,6.99,3,12,5,30
3760,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.500,1,1.59,1,4,5,32
3761,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.200,1,1.09,1,7,3,37
3763,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0.600,1,8.49,2,12,6,42
3764,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0.350,1,3.09,4,2,6,49
3765,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,0.800,1,2.48,1,16,3,29
3770,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0.400,1,3.49,4,2,4,12
3772,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0.400,1,4.89,8,2,4,18
3773,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0.820,1,.89,7,8,4,43
3774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0.800,1,2.09,5,7,2,20
3775,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0.750,2,4.49,15,23,2,25
3778,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0.400,1,4.09,4,2,5,33
3781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,4,0.400,1,1.89,4,25,1,24
3785,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0.350,1,3.09,8,2,4,49
3786,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,1,0.845,1,1.69,1,8,5,16
3787,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2,0.200,1,2.19,8,2,4,33
3790,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0.600,1,4.24,1,12,7,2
3791,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,2,0.845,1,1.69,5,8,3,17
3792,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0.150,1,1.45,8,2,4,2
3795,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,0.450,1,3.29,1,24,4,6
3798,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0.500,1,1.99,15,4,5,18
3800,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,0.400,1,1.94,1,10,6,9
3802,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1.000,1,6.49,4,2,4,36
3803,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0.180,1,1.99,8,2,5,41
3804,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0.500,1,4.69,15,4,5,26
3805,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,3,0.410,1,1.09,7,8,5,16
3807,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0.600,1,9.39,1,12,8,2
3808,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0.150,1,1.59,8,2,3,33
3810,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.570,1,3.29,1,6,3,20
3811,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,1,0.500,1,1.16,1,5,7,2
3815,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.250,1,4.84,1,6,4,48
3818,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,1,0.450,1,3.19,1,24,7,44
3820,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0.800,1,1.19,15,7,2,18
3822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0.500,1,1.25,1,4,3,11
3824,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0.400,1,2.32,1,7,5,28
3826,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0.500,1,.79,7,4,4,43
3830,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,4,0.120,1,1.59,5,13,4,8
3831,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1.400,1,8.99,8,2,3,49
3833,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0.500,1,1.45,7,4,5,34
3834,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0.100,1,1.69,1,6,4,7
3835,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0.400,1,3.99,4,2,4,33
3837,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0.200,1,1.15,4,2,5,43
3838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,2,0.400,1,1.89,5,25,3,24
3841,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0.410,1,1.09,5,8,3,17
3843,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1.000,2,.69,6,1,7,36
3844,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.150,1,1.39,7,6,5,43
3845,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,4,0.390,1,.95,5,16,2,29
3846,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1.000,1,6.99,4,2,4,33
3849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1.000,1,6.59,13,24,3,44
3850,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6,3,0.385,1,4.78,7,13,5,8
3851,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.350,1,3.09,8,2,4,49
3852,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0.400,1,3.99,4,2,5,49
3855,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,2,0.750,2,4.59,15,23,3,40
